model,variant,seed,status,data,epochs_max,patience,imgsz,batch,device,mosaic,mixup,cutmix,erasing,precision,recall,mAP50,mAP50_95,inference_ms,best_weights,elapsed_seconds
yolov8n.pt,baseline,4,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6201411674819037,0.6389030385499044,0.6777280198674085,0.3852784677026205,4.166400018200445,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_baseline_seed4_e100_i640\weights\best.pt,159.40287709236145
yolov8n.pt,mask_guided,3,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6783198536869113,0.7291911513632343,0.6937143861089297,0.3669321026177238,3.701273017050175,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_mask_guided_seed3_e100_i640\weights\best.pt,296.0847806930542
yolov8n.pt,mask_guided,4,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6552951263704815,0.7277084868876953,0.7224769201339303,0.376457518202446,2.964078668463096,runs\detect\priority_reviewer_gpu\yolov8n_mask_guided_seed4_e100_i640\weights\best.pt,9.400004863739014
yolov8s.pt,baseline,0,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7463127490034946,0.7131070553495811,0.7442825855028724,0.4033903595222464,6.455813440379132,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_baseline_seed0_e100_i640\weights\best.pt,376.47549772262573
yolov8s.pt,baseline,1,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6725625043819654,0.7238513007958047,0.7416456661640243,0.38074292804544363,5.121043830942572,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_baseline_seed1_e100_i640\weights\best.pt,405.0412619113922
yolov8s.pt,baseline,2,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7212009481135742,0.7475575132719738,0.7392511923922682,0.3914620583305982,4.889761777908615,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_baseline_seed2_e100_i640\weights\best.pt,304.44860315322876
yolov8s.pt,mask_guided,0,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7075972709002326,0.6032969643305413,0.7241920903663389,0.38871435178556174,4.772058426496688,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_mask_guided_seed0_e100_i640\weights\best.pt,397.84589195251465
yolov8s.pt,mask_guided,1,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.8180025639136965,0.670974386295312,0.7580877654610311,0.3878607926455498,6.150153936462456,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_mask_guided_seed1_e100_i640\weights\best.pt,454.46335554122925
yolov8s.pt,mask_guided,2,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7249269900748552,0.6798468926286156,0.7498576478083296,0.38444151314803826,5.3383056074380875,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8s_mask_guided_seed2_e100_i640\weights\best.pt,445.76741075515747
yolov9t.pt,baseline,0,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7938324662820985,0.7470832750840541,0.7848957607821833,0.3929913017878229,4.986789872807064,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_baseline_seed0_e100_i640\weights\best.pt,469.7319755554199
yolov9t.pt,baseline,1,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7543267981167996,0.6810239717470679,0.7117507039795523,0.37225018146709615,4.136501131265351,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_baseline_seed1_e100_i640\weights\best.pt,375.4481427669525
yolov9t.pt,baseline,2,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6425187996291857,0.729196393782336,0.7268253877700922,0.3739765676002924,4.635969658246201,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_baseline_seed2_e100_i640\weights\best.pt,382.4716794490814
yolov9t.pt,mask_guided,0,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.750807716450687,0.6833745914710648,0.7407674604846513,0.3987738043915075,3.6264584514867058,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_mask_guided_seed0_e100_i640\weights\best.pt,430.61171412467957
yolov9t.pt,mask_guided,1,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7000122150227837,0.6645833333333333,0.7489781821088926,0.38133799276539804,4.571182025449999,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_mask_guided_seed1_e100_i640\weights\best.pt,432.4240403175354
yolov9t.pt,mask_guided,2,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7183494800327215,0.7196429441912151,0.7390554832595371,0.38972246920504344,3.958347201179923,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov9t_mask_guided_seed2_e100_i640\weights\best.pt,440.8707642555237
yolov10n.pt,baseline,0,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7073278214485508,0.51181969821975,0.591268070931029,0.28318222935456816,3.1616179837604586,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_baseline_seed0_e100_i640\weights\best.pt,402.3767032623291
yolov10n.pt,baseline,1,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.5693380626625679,0.6033391694745587,0.5976419519329742,0.27816383211567236,3.855049442709162,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_baseline_seed1_e100_i640\weights\best.pt,399.8573787212372
yolov10n.pt,baseline,2,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6568527067682683,0.6311395062217803,0.660228453563239,0.3208080556930438,3.902798874324627,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_baseline_seed2_e100_i640\weights\best.pt,379.8176968097687
yolov10n.pt,mask_guided,0,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6323687803020737,0.7010010328789603,0.6846066831946649,0.3536454201641277,3.065712373243289,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_mask_guided_seed0_e100_i640\weights\best.pt,441.0638883113861
yolov10n.pt,mask_guided,1,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7037569756944444,0.5707129562523938,0.6662023391904268,0.3468174021859246,4.1517820209264755,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_mask_guided_seed1_e100_i640\weights\best.pt,461.2042932510376
yolov10n.pt,mask_guided,2,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6665193993797527,0.6577101238881913,0.6791802475012625,0.34825196549705284,3.0491663080252955,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_mask_guided_seed2_e100_i640\weights\best.pt,508.7729630470276
yolo11n.pt,baseline,0,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7733802508251901,0.6096295402808327,0.6847523016038276,0.37884225397366655,4.50817524884524,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_baseline_seed0_e100_i640\weights\best.pt,186.21943068504333
yolo11n.pt,baseline,1,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6402893628571055,0.734160521156926,0.7133133055983711,0.3834403966711297,4.00641014318118,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_baseline_seed1_e100_i640\weights\best.pt,178.71124577522278
yolo11n.pt,baseline,2,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6149240102977442,0.746618636564304,0.7101263476075809,0.3827020594296477,4.605543810162652,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_baseline_seed2_e100_i640\weights\best.pt,262.88565468788147
yolo11n.pt,mask_guided,0,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6544832476844414,0.7306986771376422,0.7016334226413237,0.3833149238233119,4.388383160648721,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_mask_guided_seed0_e100_i640\weights\best.pt,310.8782398700714
yolo11n.pt,mask_guided,1,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.8095571315803587,0.7667389063714365,0.8252478386093014,0.3961232349972546,4.361395525296082,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_mask_guided_seed1_e100_i640\weights\best.pt,307.8429481983185
yolo11n.pt,mask_guided,2,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6667825736298527,0.7450099374022578,0.7544197187320092,0.39691227454113465,3.8770910436182877,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_mask_guided_seed2_e100_i640\weights\best.pt,291.6044352054596
yolov10n.pt,baseline,3,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.48741943569630625,0.505096184924674,0.5494012432342994,0.3137701792807473,3.9992460541510853,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_baseline_seed3_e100_i640\weights\best.pt,320.8433120250702
yolov10n.pt,baseline,4,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.47602632148249024,0.6485524435641628,0.6089469708918624,0.3193958132684108,4.089195469624541,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_baseline_seed4_e100_i640\weights\best.pt,409.18111753463745
yolov10n.pt,mask_guided,3,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7254786452854194,0.6970181871294058,0.6827964099973505,0.34456704859759724,4.317650550536895,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_mask_guided_seed3_e100_i640\weights\best.pt,559.0298042297363
yolov10n.pt,mask_guided,4,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7109091814286307,0.6389210434001995,0.7323113281143172,0.37489651300789273,4.005317942480024,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov10n_mask_guided_seed4_e100_i640\weights\best.pt,511.04995799064636
yolo11n.pt,baseline,3,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7338667108994232,0.7474661640826237,0.7364415849931283,0.3767413595300885,3.670428115665243,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_baseline_seed3_e100_i640\weights\best.pt,335.2411172389984
yolo11n.pt,baseline,4,complete,dataset_yolo_mask_original/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7718956816885167,0.7276063831455837,0.769280992479694,0.39910903003687576,3.607977495602008,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_baseline_seed4_e100_i640\weights\best.pt,235.38991904258728
yolo11n.pt,mask_guided,3,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7447219509884971,0.776312566211393,0.7733137595312991,0.3980208519775135,4.199126965544197,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_mask_guided_seed3_e100_i640\weights\best.pt,376.4015038013458
yolo11n.pt,mask_guided,4,complete,dataset_yolo_mask_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6899709880403551,0.6895041935888269,0.7218404966763378,0.40073978214110595,4.818226953738191,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolo11n_mask_guided_seed4_e100_i640\weights\best.pt,232.88966751098633
yolov8n.pt,simple_copy_paste,0,complete,dataset_yolo_simple_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7910227907586121,0.7183957165090064,0.7703490656605065,0.3739988119228164,4.645078641812454,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_simple_copy_paste_seed0_e100_i640\weights\best.pt,586.8752863407135
yolov8n.pt,simple_copy_paste,1,complete,dataset_yolo_simple_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7949786559026365,0.6360691875514919,0.7064602212636921,0.36106601616682077,3.733237075169435,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_simple_copy_paste_seed1_e100_i640\weights\best.pt,260.21851921081543
yolov8n.pt,simple_copy_paste,2,complete,dataset_yolo_simple_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7472515321495724,0.680998830876589,0.7170141785665723,0.35553670687753225,4.556742716538772,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_simple_copy_paste_seed2_e100_i640\weights\best.pt,254.6784143447876
yolov8n.pt,uniform_class,0,complete,dataset_yolo_uniformclass_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7797467355625842,0.642034087894526,0.7097164798888396,0.3642191211922215,3.8749640284294493,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_uniform_class_seed0_e100_i640\weights\best.pt,210.90708827972412
yolov8n.pt,uniform_class,1,complete,dataset_yolo_uniformclass_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.6981656295512643,0.7180803571428571,0.7289922581997331,0.3843181170847352,3.1274449540657945,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_uniform_class_seed1_e100_i640\weights\best.pt,334.6295440196991
yolov8n.pt,uniform_class,2,complete,dataset_yolo_uniformclass_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.725709456665277,0.7163744078103368,0.6811631816330549,0.37509802592178876,3.7626707612463597,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_uniform_class_seed2_e100_i640\weights\best.pt,486.6164619922638
yolov8n.pt,aug2x,0,complete,dataset_yolo_aug2x_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7478827224050238,0.7584803155326391,0.7864116630025682,0.3723971458561028,4.2117056175229255,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_aug2x_seed0_e100_i640\weights\best.pt,323.70755553245544
yolov8n.pt,aug2x,1,complete,dataset_yolo_aug2x_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7561204974925197,0.677331109026992,0.7247206426768893,0.37097350713660776,4.080987629595767,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_aug2x_seed1_e100_i640\weights\best.pt,355.21702766418457
yolov8n.pt,aug2x,2,complete,dataset_yolo_aug2x_copypaste/railway_defect_copypaste.yaml,100,20,640,-1,0,0.0,0.0,0.0,0.0,0.7346396725076455,0.6456775683756659,0.7239810134153921,0.375657799353527,4.632815718650818,D:\gulsiArticleProject\Архив\runs\detect\priority_reviewer_gpu\yolov8n_aug2x_seed2_e100_i640\weights\best.pt,336.10837626457214
